,price
248,13457.53124581285
249,35438.858352914845
250,8690.239570668009
251,868.0501336633129
252,628.5142608789797
253,29420.689871244726
254,4339.357555409064
255,7519.916411772646
256,21287.82864528974
257,648.2376372606838
258,1619.6865783567841
259,354.3343455299463
260,5532.71146018735
261,28134.398005725136
262,8700.344282106118
263,3459.8960367018
264,13620.924483449695
265,932.3804400040166
266,10009.249921225517
267,4047.2836153341746
268,4579.812734787511
269,37556.69343854594
270,2300.503236267746
271,14766.418238480976
272,1283.804982436801
273,1654.0407693476577
274,916.7338365633414
275,11766.83536023036
276,11698.628945691924
277,7546.9749778519335
278,1385.386161352972
279,20482.407298487997
280,23031.158755377084
281,6665.9318811187595
282,19787.744792996218
283,3882.6925316460447
284,1926.1442858729376
285,4447.30774258732
286,10352.311720913925
287,910.526375895371
288,1175.4645398151479
289,417.926536366695
290,338.703243233177
291,8269.398158225988
292,10492.598478241754
293,179.63199456759781
294,51129.91730152393
295,2596.113900478435
296,165.56504571477151
297,682.3009406346323
298,3934.3595188995587
299,14877.978704146497
300,2299.3744653577523
301,12365.858673415483
302,6612.640480318427
303,2529.9004547241407
304,2617.960105413826
305,2956.05683972412
306,17483.209652652953
307,3823.053873824433
308,8109.447792417403
309,1297.5503498467099
310,1758.8734042322474
311,22623.603281838074
312,15436.338431375045
313,2577.5818015740733
314,15546.66661033553
315,1810.3232005507246
316,677.1971263838836
317,15739.55133193216
318,5340.842289022392
319,3997.374563364403
320,1172.6788413726542
321,2217.6205852945063
322,23847.094001132675
323,779.4396215201574
324,14709.831409083514
325,6524.998142501593
326,26161.402373619643
327,1283.1527932833978
328,802.890614830974
329,12480.1980724391
330,1930.1152446349429
331,5158.852422645794
332,2391.672993096015
333,768.6974057168624
334,5783.131599908962
335,11914.44872030752
336,3006.713671179842
337,5691.58679497432
338,5794.9861559090705
339,16053.200118494966
340,3875.7493826472446
341,1443.3345445339319
342,5919.278048950457
343,7432.848011419916
344,6003.428979603178
345,105.0533139337086
346,1508.8179373252547
347,1142.2121170662485
348,1625.736603597138
349,2350.9612013348606
350,8342.815107936089
351,644.4015991732233
352,8565.595600653774
353,7789.535781925577
354,1040.6563773907576
355,770.0243285919411
356,7474.202899022655
357,7311.463884562335
358,1957.4569842076512
359,10417.182427672084
360,20533.084156339475
361,11710.995914600837
362,5553.515671124522
363,4320.1106312945285
364,5613.804500497356
365,14958.06120209558
366,11125.043582300557
367,19111.16986106037
368,1921.497537422273
369,10335.68719040165
370,4946.017978744315
371,23478.081670179647
372,742.2505645260823
373,8533.739244815755
374,4362.495597837934
375,7079.18307329743
376,15016.295696294244
377,5843.350731250736
378,2651.499361752984
379,1493.2848278273184
380,628.0092309233193
381,11012.200985451274
382,1375.7378904257725
383,47207.618198179094
384,774.5134284865333
385,546.1386348059747
386,1756.0779622177588
387,1196.2116249744145
388,1411.7799283419602
389,366.0826920833848
390,3473.4290591710915
391,3406.4315589193648
392,15850.810420985805
393,21042.501163002307
394,13065.63552685502
395,100.50815744046565
396,16934.685659195547
397,28433.499456848855
398,6175.490774261546
399,1053.8591853248286
400,4911.85871063196
401,9450.668907261641
402,7010.472270270336
403,8140.535592443667
404,19493.09657951571
405,10898.04027966031
406,12242.808211890102
407,2871.559478389551
408,1483.1104500165313
409,8856.128006487534
410,6346.782364267968
411,13276.687403179985
412,1848.333705208544
413,14957.971248892003
414,4164.638484557524
415,4414.297615340362
416,1589.0784507143876
417,4473.721241113157
418,10816.782751157805
419,3565.8459137662426
420,1249.5329612609721
421,714.33633692419
422,816.833375010741
423,5439.001391563832
424,617.0765617900431
425,1309.9439828591048
426,4825.800451607465
427,1514.0664287231002
428,1110.2863110619287
429,2220.5123792360523
430,1312.3913684555334
431,839.2619907356478
432,1192.1614146003153
433,896.4833880308963
434,1620.1589178676172
435,7400.351254128211
436,12019.449038726818
437,4923.356513788138
438,15653.070807179705
439,9631.511957563465
440,2171.6133559713003
441,3292.124846833733
442,71418.33291658292
443,12208.485348893628
444,3360.923977621684
445,10084.009980580116
446,8919.91130280325
447,18738.96961510741
448,4644.235595082504
449,2470.048092164084
450,1589.2399510859987
451,1170.216342678203
452,9798.725036708807
453,4454.233061303198
454,1971.441565783053
455,7288.227794205699
456,905.1329454869754
457,544.0355128024079
458,1298.0169940171443
459,3395.5722914081034
460,6020.635715773679
461,9844.219341811795
462,20002.93314611646
463,29679.13212157191
464,2613.662024459953
465,13301.326369479364
466,577.0767920306002
467,968.7581225141065
468,9277.023469702119
469,2869.1433030303992
470,8542.432209852464
471,6178.517459514109
472,6967.4914764872165
473,1303.3847301465692
474,17235.65886276041
475,14248.94609933618
476,6415.562914108002
477,467.20427439492727
478,2163.9603308878436
479,12089.698453999981
480,16196.551911949584
481,9316.395079867829
482,1299.5890146502093
483,12935.750241441285
484,7894.284650000462
485,791.3584203551379
486,4525.289537728088
487,2217.195164278197
488,1968.8690758541286
489,3234.341696127196
490,32342.251792947987
491,7558.433303108527
492,1945.1528081995025
493,9966.361114623005
494,3803.614763435359
495,4648.4042509861565
496,3124.9320870384004
497,6469.999066688601
498,2381.356552435826
499,2738.8883733010975
500,952.2989020433195
501,7870.072872464243
502,15052.218796663388
503,1822.509447448295
504,4611.882297204667
505,1059.1127770018836
506,802.9199837199546
507,7869.451001333426
508,1170.1008714129673
509,1093.4610287810158
510,11339.19968357644
511,13570.572427157926
512,849.3566255549806
513,1415.311206361799
514,470.16828097818484
515,15278.362458032472
516,213.9543177328445
517,4584.013339103224
518,31197.557312909386
519,3910.4093288556232
520,2097.2818660324237
521,373.551805745704
522,16079.15199661869
523,4315.720028238201
524,4862.650844172072
525,11918.929546915107
526,13874.95823432273
527,1413.0322656670885
528,16313.245414684163
529,1746.4878058158365
530,25475.67921462479
531,1026.5163739466452
532,6244.125695570495
533,5012.69664475339
534,9314.501284783137
535,1463.4437781391152
536,24803.66379653122
537,11701.794689977001
538,2030.0954005807685
539,1867.850631896947
540,4560.973507342459
541,1143.5235328297076
542,873.2603531738873
543,1468.3518296095995
544,1732.9797545024478
545,8768.762034864349
546,828.3763622687811
547,38819.09868948898
548,458.904365479145
549,9540.450702653978
550,1813.5603431171594
551,16875.46388276471
552,3707.7207171619216
553,5608.375441865273
554,10930.292563451163
555,9610.070400058861
556,301.61500011909766
557,5425.218143142922
558,3112.2429903471516
559,8135.050060647578
560,4990.339063850382
561,16450.708958029318
562,6247.85301056001
563,8242.591508704829
564,2259.3757271502404
565,6426.642651229793
566,16088.120153210995
567,6433.933368017443
568,24686.21102915036
569,8063.168539165372
570,5632.617382087595
571,26998.139409389965
572,13890.248181263181
573,12251.477111812153
574,2945.7855713028734
575,3830.4907082465697
576,4532.917050479396
577,1251.8866022950306
578,34181.8144546733
579,340.17482507942447
580,3241.450679152447
581,3832.2102128713695
582,935.7172913758203
583,11030.96307028734
584,9847.663713599673
585,982.4124527823687
586,6617.920999391752
587,3348.1255367156264
588,13328.562096660884
589,1373.3124565508954
590,6645.86470198411
591,4235.137848815244
592,5021.878318604827
593,6148.621304080359
594,4623.341243952571
595,1465.4763251355123
596,4791.029906336484
597,24909.432507317073
598,4906.047547623841
599,1130.6333658146802
600,2515.770871519306
601,3840.2129973301235
602,2065.8391860591546
603,30112.6299297216
604,2695.786211087729
605,6619.526583188953
606,1709.529437267891
607,829.3284308593601
608,19977.610428041236
609,3305.9623118040267
610,1916.9772190416627
611,1049.215636199519
612,14941.235297598318
613,5924.431610968551
614,4729.124803365604
615,8659.332532389128
616,1356.6164324940491
617,2271.264005270128
618,34909.18675568475
619,28590.179374201754
620,10229.106082749742
621,16093.018736251188
622,993.650813664078
623,9982.571652672079
624,3181.368156374106
625,925.088552664699
626,1697.3724982797903
627,10129.988645868754
628,7944.021862894996
629,7922.231513014366
630,22923.815533332545
631,268.3307975567714
632,58651.567421994536
633,9621.310125591079
634,6254.857923363131
635,3359.9217678654363
636,3200.751819404208
637,1359.727723524832
638,829.1145077724924
639,11508.902337353671
640,38612.9262773914
641,3281.7539963525796
642,6379.942772906407
643,7875.308383134455
644,15623.413008037993
645,2660.9834890598827
646,3191.625062062306
647,5448.579983346407
648,2853.453176169003
649,32019.878930239935
650,16987.48279110274
651,1552.208532365664
652,5447.280952270112
653,317.8056040443845
654,593.38725386879
655,2637.9432912710795
656,976.6677729440427
657,11544.900957499096
658,1150.4562667566952
659,1263.6342001531432
660,5833.5687645620255
661,103968.46558952701
662,1137.1765792171393
663,1269.5796714735354
664,13097.278018226953
665,27854.324019680025
666,63924.54675464887
667,1117.6371863589086
668,3441.143358079714
669,14560.153206713945
670,9856.55530062788
671,2550.590851505985
672,2377.3453898981115
673,2262.2088932120596
674,3339.1005797832045
675,678.3292550255968
676,1621.876402999295
677,3156.251673693093
678,1957.2357873022954
679,1838.4661911034423
680,12718.26583523782
681,1582.5437564363492
682,17172.349328275253
683,4302.930980324073
684,43312.75606438423
685,725.3224643522691
686,12715.158967994563
687,8662.149364758243
688,21607.428073623025
689,2546.2438576681598
690,2682.2877388096394
691,8846.744035005131
692,1275.628732145272
693,2442.9325327585957
694,8178.476016316332
695,3320.2096904052837
696,8173.43111038536
697,4439.286601406933
698,1625.6680661609744
699,7807.878285555818
700,1971.1894882955621
701,7188.2786741361015
702,721.9335959041466
703,16888.91344404773
704,6747.919577661114
705,1996.6822656381412
706,14404.859797324498
707,6349.7789010256465
708,16429.901222142227
709,2768.2617092654295
710,1269.708269746353
711,703.0315178776257
712,1355.0614790944167
713,1177.005973692411
714,1719.9100599993437
715,26799.2590257018
716,7048.757733550479
717,656.5712391040787
718,9648.427013090344
719,6069.314996578081
720,1704.15691901971
721,1873.4246527017315
722,2981.9415440407693
723,3126.356872199412
724,11659.874485259033
725,10421.55939312177
726,6424.39321344615
727,1541.4686835888192
728,8528.843676122757
729,4643.49753783506
730,7894.850518449626
731,4520.352660648686
732,418.6638189509597
733,489.04989745154404
734,7064.122044007889
735,6201.339694069234
736,1220.789500230454
737,3126.0262508241317
738,1429.0598812104215
739,5741.146899521887
740,8550.296444231759
741,1371.1740250298062
742,4912.770040040973
743,1146.8172867217068
744,13178.67193206281
745,17952.109165701127
746,17790.276082783912
747,2710.6887968063056
748,2912.6863209089297
749,1504.0111963509878
750,10843.667539595463
751,1342.3594731071057
752,965.7960272445515
753,3130.163970291862
754,3841.9909937374955
755,8039.183921942288
756,210.86949764993486
757,22107.484067720714
758,2553.078731804829
759,3152.836887761445
760,1553.6132187190872
761,481.729238637888
762,1691.8067816291555
763,651.2227807905913
764,3963.7897126011912
765,11605.597675193694
766,746.6296288668353
767,154.7417510708308
768,21188.919280784692
769,1083.3215550188545
770,21772.681625187743
771,14371.983993240026
772,197.59884979553595
773,7398.49533468576
774,955.6646653061115
775,2040.130397936577
776,5198.210478647001
777,3835.9598369455207
778,1086.2953591594205
779,1291.2951761866739
780,8242.152995326254
781,20378.95924409145
782,10655.36295512373
783,7058.397211039934
784,4934.401183588618
785,439.4163336304141
786,42258.53297387195
787,1039.7022804623386
788,2643.4000015974307
789,10144.237185225646
790,1020.8241699875518
791,3118.841100344655
792,7431.667331193563
793,6246.259028176646
794,6140.485052725771
795,4033.1503180978384
796,1714.8777521946847
797,10081.131579054525
798,3330.90383849675
799,1270.6029052466806
800,2523.9373676294517
801,1355.2881066627347
802,3008.6448897150553
803,1505.8806431536198
804,6691.21167007191
805,2325.744245816398
806,3741.3937820273018
807,25056.328652823522
808,3944.482632470949
809,16492.685813266136
810,8726.045888956414
811,414.7573720801654
812,8430.377147648278
813,6431.050867804619
814,869.8850089707095
815,538.3582687030975
816,1409.6848151164634
817,3016.545846111938
818,4949.38330993336
819,5368.817883896261
820,1632.7352631470283
821,11339.233886970029
822,3199.4246699823316
823,1380.8771334521284
824,4422.640488801253
825,5049.543020951494
826,114173.59420643555
827,9284.530095491707
828,7267.997669416014
829,1958.3111544661149
830,4282.727525957421
831,8759.614653080125
832,2808.4743234381763
833,10092.282784390256
834,753.0574597830234
835,2265.2536051171437
836,12340.579313924989
837,1918.2915017090477
838,7036.5246800254545
839,1851.8527683699222
840,1193.842785334219
841,1266.98769874099
842,19099.852617983066
843,4272.611625094137
844,2418.034878779178
845,717.3169070707805
846,1075.5729018670136
847,2352.071892422339
848,7247.2323055043635
849,10568.61946189801
850,8848.98214210121
851,11488.208787378371
852,16432.372829990592
853,2750.1232499881194
854,1456.6115845693823
855,6895.6945121698345
856,1664.8594546481806
857,4457.194019474535
858,38980.75177361357
859,4414.401457089926
860,3131.3171807560348
861,14338.41163194744
862,2909.8181042708425
863,5166.606582024244
864,1037.767473599243
865,777.9099193146242
866,2118.2558963753195
867,3625.7123509474404
868,794.2231202323896
869,5603.360089011475
870,3495.3502913720745
871,11391.691846409714
872,922.8692994315163
873,79.13514054836729
874,2384.2217136549675
875,4832.813971730342
876,812.22020230504
877,7011.262956765235
878,1549.9701999147928
879,8551.13405582554
880,901.3027794169659
881,4474.449169920775
882,13145.435722694461
883,14846.996872285925
884,1360.4733383581606
885,2329.6503201550754
886,2524.07318550014
887,4709.406161189578
888,1669.4660602732774
889,882.5697085282751
890,646.7711383051751
891,5333.341410414275
892,19350.176827266223
893,2482.4013971094646
894,5539.073734161623
895,7531.089160279445
896,1651.8926074963526
897,5320.368120741251
898,7959.497666138575
899,503.13184966327924
900,16929.371889956205
901,3048.17789572277
902,1782.9941390858642
903,14222.823824088748
904,609.384877964002
905,15498.645290606471
906,1461.2360749995273
907,3154.842892007262
908,308.85552739010615
909,13430.684708993913
910,954.4666957541322
911,7242.848602562117
912,441.06776618347743
913,17404.977005365683
914,2257.855763278136
915,3246.2613136641476
916,6210.732942492501
917,1616.6522261037812
918,16808.430058157275
919,3275.4931875518805
920,1515.054531760553
921,3913.720278397034
922,8537.597269260143
923,7705.149998380861
924,479.4921515459743
925,19230.659413093348
926,8911.31907374516
927,8353.909045295557
928,3329.3665781000377
929,12301.114204260602
930,1893.9101766279093
931,1991.6015740173577
932,674.3437506521967
933,799.6615211895654
934,1387.5958907355312
935,8797.753207739237
936,4162.698985024547
937,1456.469932302647
938,2579.8700082805603
939,14492.157037978193
940,723.8011835447246
941,4304.0237337961225
942,37543.14489354202
943,930.6243376720255
944,1587.112666839701
945,4418.963047148103
946,90.66956224413836
947,926.0902864718568
948,11798.794934824444
949,21094.684242380077
950,5050.506923802213
951,5833.868545435918
952,690.0623801263582
953,2866.293575049734
954,3011.8937732140685
955,1571.0893308728944
956,18660.12947713503
957,651.3218761500283
958,943.7852753064535
959,23231.827734972754
960,1627.2610180443294
961,1536.4840335198885
962,2161.749083922221
963,6273.02350024558
964,8745.06711109334
965,4385.197728088628
966,11714.509798564826
967,1198.9817787773322
968,31828.446649833357
969,19525.953497424405
970,5165.565382124955
971,2782.529713983882
972,7374.425115864371
973,2739.478417732208
974,11363.2475195862
975,8086.3320689379
976,8934.777273896823
977,10830.690241361726
978,6826.931025385977
979,4161.159552036494
980,2240.2168898327345
981,9367.663265190979
982,13515.671285333992
983,3582.8920559182984
984,1693.3389786233229
985,28316.3608289722
986,8227.951825987995
987,6033.223888018668
988,1638.1851534088914
989,5680.367915455579
990,972.3450881933148
991,1408.9894757517357
992,12499.62088045303
993,7550.313667714231
994,4777.77590156692
995,712.1184408279798
996,974.1593576454303
997,3855.9849956198395
998,2286.089717859326
999,342.3745480072833
1000,1372.9001750677744
1001,14360.641814856714
1002,12833.41986690261
1003,2300.0609448628343
1004,289.95473550452664
1005,7201.732417386104
1006,521.7531820603392
1007,2545.6737811914786
1008,262.71814733387674
1009,1449.3151471816914
1010,9612.058777352822
1011,3376.950495942698
1012,17323.77454328647
1013,5057.357232927989
1014,11923.064712724985
1015,743.1570872401876
1016,1555.5288401787268
1017,2486.451695815523
1018,606.1557751846093
1019,6232.518988784626
1020,1008.923423934577
1021,654.8152192936161
1022,4668.1907097488665
1023,11229.433880010094
1024,7388.0149674856975
1025,792.4965419455486
1026,3974.9376159633284
1027,9450.029133522525
1028,13655.735984285027
1029,20295.858827609947
1030,16559.134177747415
1031,2128.9772212089647
1032,960.0092039009072
1033,3240.616005935328
1034,901.1939814956852
1035,1079.0439749121015
1036,1386.565137826817
1037,5306.033680248592
1038,7369.144328864595
1039,8136.6756000818405
1040,635.2782979083971
1041,2100.9651402011673
1042,8740.537259653358
1043,36365.42481127473
1044,11880.273473155887
1045,10140.090722610747
1046,1139.0418648377242
1047,864.4163854462832
1048,15982.9224294006
1049,8516.433818762565
1050,14052.080001704453
1051,10947.158354956517
1052,9003.898314875098
1053,10087.603053525143
1054,13420.051292141537
1055,7274.827365617266
1056,874.3286009941189
1057,2631.160509155687
1058,1328.7506587737946
1059,30322.368093899047
1060,18960.053692424815
1061,1276.303754926202
1062,866.0015417833571
1063,10695.00968558616
1064,4620.534136893489
1065,323.63780671047755
1066,7948.505664171834
1067,2439.1925875741285
1068,12647.868741758062
1069,4243.93998055757
1070,5287.052257753114
1071,7994.125472921892
1072,8669.752680573472
1073,1675.5025109278133
1074,2065.144214358912
1075,13112.435551180683
1076,8803.584276687134
1077,17437.906219599074
1078,19997.092289825898
1079,2896.1972753972914
1080,9123.891276144603
1081,4565.557808203404
1082,2995.9974716738316
1083,1381.6922223290028
1084,1653.3242693024968
1085,3116.5819704947094
1086,303.5118141628809
1087,2575.8062798448186
1088,4293.170213160019
1089,8162.038353953172
1090,10560.481693337751
1091,10076.665560574045
1092,7553.287010949735
1093,42045.74812945359
1094,6247.251039057889
1095,5257.0960357186
1096,732.68773184946
1097,5495.612539269744
1098,613.2192843067045
1099,2422.3691750481225
1100,712.8461894719871
1101,1039.0928014069975
1102,2460.7165486353674
1103,10545.172542254895
1104,14400.784328336504
1105,5362.657019670733
1106,8248.099059626744
1107,6845.102955686168
1108,705.6302302317782
1109,187.90640494755422
1110,2450.21507774624
1111,933.7156837105446
1112,5460.144492036545
1113,7699.091340889033
1114,7300.592687449628
1115,5549.118480071895
1116,535.4569051430879
1117,16747.224042901144
1118,10215.58349723064
1119,3443.800415018035
1120,1085.08386496015
1121,4461.145588278199
1122,15375.95583728025
1123,8214.970757302082
1124,658.9644259846962
1125,551.9813285023303
1126,2834.056491646623
1127,8748.747326308507
1128,3768.723543757269
1129,4426.78586099371
1130,1013.5309744077413
1131,276.8952465861819
1132,3744.3495014079654
1133,566.7168036375389
1134,776.509906235172
1135,8972.232502779341
1136,23243.72258778849
1137,6247.369309310364
1138,7202.601898318794
1139,1599.1142622322031
1140,25121.698635792833
1141,31896.633307331307
1142,1567.2585605869692
1143,10280.112062900023
1144,1142.4400748456574
1145,347.76789783644006
1146,326.2952519731368
1147,2454.1762080367125
1148,4085.3122083933013
1149,29977.163016118317
1150,4365.151039404223
1151,19125.384383599532
1152,9783.212256584831
1153,3201.108491823429
1154,9333.047355246817
1155,4953.164523508463
1156,9186.91747104758
1157,4066.606246823939
1158,1500.9119746367712
1159,16007.87280962513
1160,1664.8959040800048
1161,3258.2476920995655
1162,15215.887430796862
1163,3965.9424731778718
1164,2580.0289962505435
1165,2128.672293143333
1166,2231.0679073561637
1167,1012.63930029279
1168,18968.4779599644
1169,1266.008031473837
1170,4620.784061349476
1171,15377.608641074325
1172,18287.23216937162
1173,4852.9648641453305
1174,9892.287378215646
1175,5250.45680986922
1176,1037.615602722853
1177,1954.7539307250115
1178,8632.355529116954
1179,1795.4297368823452
1180,2382.1543683252253
1181,1584.0455939241292
1182,1745.1331050880053
1183,10405.567529262393
1184,9763.054507178316
1185,1139.0543528566013
1186,8576.773029195096
1187,4421.385040284436
1188,7962.215141354831
1189,13371.680241356615
1190,3659.3709102708567
1191,12637.895253278733
1192,26047.135066573537
1193,1858.5121794100678
1194,2831.685382226149
1195,880.5877474691886
1196,12892.124060240227
1197,3540.5950927193107
1198,9667.291830817589
1199,581.6492772549199
1200,641.6812484313083
1201,3236.377195059187
1202,5107.941208043519
1203,432.0958508303692
1204,9798.718001008381
1205,5691.41178162492
1206,7854.506156859138
1207,6792.585693693865
1208,2786.4599345549723
1209,1263.4271989577098
1210,1160.3078324426742
1211,4483.439424113948
1212,4524.088950451617
1213,26999.60264477896
1214,2745.8474384583005
1215,6301.446071702951
1216,10324.326491585422
1217,8670.797224521322
1218,1840.0587462406113
1219,1828.837613956774
1220,7058.463073888351
1221,7835.090303923956
1222,1245.1818920840028
1223,8654.450725489296
1224,4619.162950853367
1225,1226.3312622159056
1226,6530.409407739129
1227,2109.5504034694372
1228,8966.83012694931
1229,1518.011270350788
1230,16695.344640869782
1231,10702.116234894253
1232,1680.4569255694134
1233,8543.369800310898
1234,5887.69600392497
1235,4274.372711745055
1236,1003.7878648219156
1237,1416.0496868015762
1238,2289.8765814272565
1239,5007.915920387465
1240,602.2787063987039
1241,1230.9714404966178
1242,1251.7065396745866
1243,4908.380453438012
1244,2345.863338867991
1245,1872.716029288612
1246,2470.9079037310844
1247,2033.2954790382591
1248,962.5050126082758
1249,5469.433578102972
1250,2901.347967618244
1251,18349.219394495987
1252,1564.7630832401887
1253,1326.7998401921018
1254,176.94431368137148
1255,35402.123420879645
1256,4123.2784111276
1257,8659.521953863064
1258,596.1473012633154
1259,1376.202011788924
1260,6032.539162013188
1261,1044.2835510377615
1262,1746.9107756404276
1263,6219.898440416855
1264,8685.228665513172
1265,2531.2860574313136
1266,226.61588448546732
1267,1991.0138418657632
1268,11851.418279289657
1269,976.2406575192066
1270,4985.032474321292
1271,7844.332826691868
1272,24136.853410914355
1273,11215.310506988646
1274,1563.3116750444794
1275,935.5050684823162
1276,464.7113695171642
1277,175.16295541969924
1278,1634.5946135975719
1279,26674.518803867333
1280,1667.9476538878864
1281,881.3584129444314
1282,7881.460355661202
1283,894.0947334499513
1284,3097.8244683119683
1285,13785.442448933738
1286,3108.2770823029846
1287,5114.518778943257
1288,3226.86243763754
1289,2421.0716857306725
1290,19094.294857557572
1291,545.283707981521
1292,30560.899369581188
1293,3000.9763606140154
1294,36021.7813184307
1295,169.18648811504812
1296,2139.7669509822576
1297,1491.9307732728896
1298,3492.706463953762
1299,4045.680488266332
1300,1251.8593804014945
1301,6641.2053098426295
1302,13145.99111057995
1303,13455.107649793837
1304,1603.2985976629348
1305,8678.78095565049
1306,892.813424263304
1307,1373.8359104003557
1308,191.94205798992343
1309,1950.4052481448266
1310,7992.124028295519
1311,14714.853507016554
1312,6762.435377867871
1313,9067.271552493736
1314,2168.2153381938906
1315,181.36564489107525
1316,9943.779166737118
1317,291.45846598290154
1318,1327.727373966143
1319,7299.45097734105
1320,1448.3726101821362
1321,1368.309845262246
1322,4670.3976931196385
1323,4200.6861326160015
1324,16095.019030266212
1325,12178.532569892004
1326,6245.447171594175
1327,1386.1193977995977
1328,3181.802846023281
1329,3514.1097530729267
1330,1464.5487974106804
1331,2459.621528463411
